,x,y,descrip,grid
2,274667.939575232,5715183.8374468535,TR,31.0
3,274642.697263004,5714850.954462573,BR,31.0
4,274488.46475935454,5715030.019671845,MID,31.0
0,274334.23225570505,5715209.084881118,BL,32.0
1,274359.474567933,5715541.967865398,TL,32.0
2,274693.18188745994,5715516.720431134,TR,32.0
3,274667.939575232,5715183.8374468535,BR,32.0
4,274513.7070715825,5715362.902656126,MID,32.0
0,274359.474567933,5715541.967865398,BL,33.0
1,274384.71688016097,5715874.850849679,TL,33.0
2,274718.4241996879,5715849.603415415,TR,33.0
3,274693.18188745994,5715516.720431134,BR,33.0
4,274538.94938381045,5715695.785640406,MID,33.0
0,274384.71688016097,5715874.850849679,BL,34.0
1,274409.9591923889,5716207.733833959,TL,34.0
2,274743.66651191586,5716182.486399695,TR,34.0
3,274718.4241996879,5715849.603415415,BR,34.0
4,274564.1916960384,5716028.668624687,MID,34.0
0,274409.9591923889,5716207.733833959,BL,35.0
1,274435.2015046169,5716540.61681824,TL,35.0
2,274768.9088241438,5716515.369383976,TR,35.0
3,274743.66651191586,5716182.486399695,BR,35.0
4,274589.43400826637,5716361.551608968,MID,35.0
0,274435.2015046169,5716540.61681824,BL,36.0
1,274460.44381684484,5716873.4998025205,TL,36.0
2,274794.1511363718,5716848.252368256,TR,36.0
3,274768.9088241438,5716515.369383976,BR,36.0
4,274614.6763204943,5716694.434593248,MID,36.0
0,274460.44381684484,5716873.4998025205,BL,37.0
1,274485.6861290728,5717206.382786801,TL,37.0
2,274819.39344859973,5717181.135352537,TR,37.0
3,274794.1511363718,5716848.252368256,BR,37.0
4,274639.9186327223,5717027.317577529,MID,37.0
0,274485.6861290728,5717206.382786801,BL,38.0
1,274510.92844130076,5717539.265771082,TL,38.0
2,274844.6357608277,5717514.018336818,TR,38.0
3,274819.39344859973,5717181.135352537,BR,38.0
4,274665.16094495024,5717360.200561809,MID,38.0
0,274510.92844130076,5717539.265771082,BL,39.0
1,274536.1707535287,5717872.148755362,TL,39.0
2,274869.87807305565,5717846.901321098,TR,39.0
3,274844.6357608277,5717514.018336818,BR,39.0
4,274690.4032571782,5717693.08354609,MID,39.0
0,274536.1707535287,5717872.148755362,BL,40.0
1,274561.4130657567,5718205.031739643,TL,40.0
2,274895.1203852836,5718179.784305379,TR,40.0
3,274869.87807305565,5717846.901321098,BR,40.0
4,274715.64556940616,5718025.9665303705,MID,40.0
0,274561.4130657567,5718205.031739643,BL,41.0
1,274586.6553779846,5718537.914723923,TL,41.0
2,274920.36269751156,5718512.667289659,TR,41.0
3,274895.1203852836,5718179.784305379,BR,41.0
4,274740.8878816341,5718358.849514651,MID,41.0
0,274586.6553779846,5718537.914723923,BL,42.0
1,274611.8976902126,5718870.797708204,TL,42.0
2,274945.6050097395,5718845.55027394,TR,42.0
3,274920.36269751156,5718512.667289659,BR,42.0
4,274766.1301938621,5718691.732498932,MID,42.0
0,274611.8976902126,5718870.797708204,BL,43.0
1,274637.14000244054,5719203.680692485,TL,43.0
2,274970.8473219675,5719178.433258221,TR,43.0
3,274945.6050097395,5718845.55027394,BR,43.0
4,274791.37250609003,5719024.615483212,MID,43.0
0,274637.14000244054,5719203.680692485,BL,44.0
1,274662.3823146685,5719536.563676765,TL,44.0
2,274996.08963419544,5719511.316242501,TR,44.0
3,274970.8473219675,5719178.433258221,BR,44.0
4,274816.614818318,5719357.498467493,MID,44.0
0,274662.3823146685,5719536.563676765,BL,45.0
1,274687.62462689646,5719869.446661046,TL,45.0
2,275021.3319464234,5719844.199226782,TR,45.0
3,274996.08963419544,5719511.316242501,BR,45.0
4,274841.85713054595,5719690.381451773,MID,45.0
0,274687.62462689646,5719869.446661046,BL,46.0
1,274712.8669391244,5720202.329645326,TL,46.0
2,275046.57425865135,5720177.082211062,TR,46.0
3,275021.3319464234,5719844.199226782,BR,46.0
4,274867.0994427739,5720023.264436054,MID,46.0
0,274712.8669391244,5720202.329645326,BL,47.0
1,274738.1092513524,5720535.212629607,TL,47.0
2,275071.8165708793,5720509.965195343,TR,47.0
3,275046.57425865135,5720177.082211062,BR,47.0
4,274892.34175500186,5720356.147420335,MID,47.0
0,274738.1092513524,5720535.212629607,BL,48.0
1,274763.35156358033,5720868.0956138875,TL,48.0
2,275097.05888310727,5720842.8481796235,TR,48.0
3,275071.8165708793,5720509.965195343,BR,48.0
4,274917.5840672298,5720689.030404615,MID,48.0
0,274763.35156358033,5720868.0956138875,BL,49.0
1,274788.5938758083,5721200.978598168,TL,49.0
2,275122.3011953352,5721175.731163904,TR,49.0
3,275097.05888310727,5720842.8481796235,BR,49.0
4,274942.8263794578,5721021.913388896,MID,49.0
0,273885.4278961653,5704864.464934155,BL,50.0
1,273910.67020839325,5705197.347918436,TL,50.0
2,274244.3775279202,5705172.10048417,TR,50.0
3,274219.1352156922,5704839.217499889,BR,50.0
4,274064.90271204273,5705018.282709163,MID,50.0
0,273910.67020839325,5705197.347918436,BL,51.0
1,273935.9125206212,5705530.2309027165,TL,51.0
2,274269.61984014814,5705504.983468451,TR,51.0
3,274244.3775279202,5705172.10048417,BR,51.0
4,274090.1450242707,5705351.165693443,MID,51.0
0,273935.9125206212,5705530.2309027165,BL,52.0
1,273961.15483284916,5705863.113886997,TL,52.0
2,274294.8621523761,5705837.866452731,TR,52.0
3,274269.61984014814,5705504.983468451,BR,52.0
4,274115.38733649865,5705684.048677724,MID,52.0
0,273961.15483284916,5705863.113886997,BL,53.0
1,273986.3971450771,5706195.996871278,TL,53.0
2,274320.10446460405,5706170.749437012,TR,53.0
3,274294.8621523761,5705837.866452731,BR,53.0
4,274140.6296487266,5706016.931662004,MID,53.0
0,273986.3971450771,5706195.996871278,BL,54.0
1,274011.6394573051,5706528.879855558,TL,54.0
2,274345.346776832,5706503.632421292,TR,54.0
3,274320.10446460405,5706170.749437012,BR,54.0
4,274165.87196095457,5706349.814646285,MID,54.0
0,274011.6394573051,5706528.879855558,BL,55.0
1,274036.88176953304,5706861.762839839,TL,55.0
2,274370.58908905997,5706836.515405573,TR,55.0
3,274345.346776832,5706503.632421292,BR,55.0
4,274191.1142731825,5706682.697630566,MID,55.0
0,274036.88176953304,5706861.762839839,BL,56.0
1,274062.124081761,5707194.645824119,TL,56.0
2,274395.8314012879,5707169.398389854,TR,56.0
3,274370.58908905997,5706836.515405573,BR,56.0
4,274216.3565854105,5707015.580614846,MID,56.0
0,274062.124081761,5707194.645824119,BL,57.0
1,274087.36639398895,5707527.5288084,TL,57.0
2,274421.0737135159,5707502.281374134,TR,57.0
3,274395.8314012879,5707169.398389854,BR,57.0
4,274241.59889763844,5707348.463599127,MID,57.0
0,274087.36639398895,5707527.5288084,BL,58.0
1,274112.6087062169,5707860.411792681,TL,58.0
2,274446.31602574384,5707835.164358415,TR,58.0
3,274421.0737135159,5707502.281374134,BR,58.0
4,274266.8412098664,5707681.346583407,MID,58.0
0,274112.6087062169,5707860.411792681,BL,59.0
1,274137.85101844487,5708193.294776961,TL,59.0
2,274471.5583379718,5708168.047342695,TR,59.0
3,274446.31602574384,5707835.164358415,BR,59.0
4,274292.08352209436,5708014.229567688,MID,59.0
0,274137.85101844487,5708193.294776961,BL,60.0
1,274163.0933306728,5708526.177761242,TL,60.0
2,274496.80065019976,5708500.930326976,TR,60.0
3,274471.5583379718,5708168.047342695,BR,60.0
4,274317.3258343223,5708347.112551969,MID,60.0
0,274163.0933306728,5708526.177761242,BL,61.0
1,274188.3356429008,5708859.060745522,TL,61.0
2,274522.0429624277,5708833.8133112565,TR,61.0
3,274496.80065019976,5708500.930326976,BR,61.0
4,274342.5681465503,5708679.995536249,MID,61.0
0,274188.3356429008,5708859.060745522,BL,62.0
1,274213.57795512874,5709191.943729803,TL,62.0
2,274547.2852746557,5709166.696295537,TR,62.0
3,274522.0429624277,5708833.8133112565,BR,62.0
4,274367.8104587782,5709012.87852053,MID,62.0
0,274213.57795512874,5709191.943729803,BL,63.0
1,274238.8202673567,5709524.826714084,TL,63.0
2,274572.52758688363,5709499.579279818,TR,63.0
3,274547.2852746557,5709166.696295537,BR,63.0
4,274393.0527710062,5709345.76150481,MID,63.0
0,274238.8202673567,5709524.826714084,BL,64.0
1,274264.06257958466,5709857.709698364,TL,64.0
2,274597.7698991116,5709832.462264098,TR,64.0
3,274572.52758688363,5709499.579279818,BR,64.0
4,274418.29508323414,5709678.644489091,MID,64.0
0,274264.06257958466,5709857.709698364,BL,65.0
1,274289.3048918126,5710190.592682645,TL,65.0
2,274623.01221133955,5710165.345248379,TR,65.0
3,274597.7698991116,5709832.462264098,BR,65.0
4,274443.5373954621,5710011.5274733715,MID,65.0
0,274289.3048918126,5710190.592682645,BL,66.0
1,274314.5472040406,5710523.475666925,TL,66.0
2,274648.2545235675,5710498.228232659,TR,66.0
3,274623.01221133955,5710165.345248379,BR,66.0
4,274468.77970769006,5710344.410457652,MID,66.0
0,274314.5472040406,5710523.475666925,BL,67.0
1,274339.78951626853,5710856.358651206,TL,67.0
2,274673.49683579546,5710831.11121694,TR,67.0
3,274648.2545235675,5710498.228232659,BR,67.0
4,274494.022019918,5710677.293441933,MID,67.0
0,274339.78951626853,5710856.358651206,BL,68.0
1,274365.0318284965,5711189.2416354865,TL,68.0
2,274698.7391480234,5711163.994201221,TR,68.0
3,274673.49683579546,5710831.11121694,BR,68.0
4,274519.264332146,5711010.176426213,MID,68.0
0,274365.0318284965,5711189.2416354865,BL,69.0
1,274390.27414072445,5711522.124619767,TL,69.0
2,274723.9814602514,5711496.877185501,TR,69.0
3,274698.7391480234,5711163.994201221,BR,69.0
4,274544.50664437393,5711343.059410494,MID,69.0
0,274390.27414072445,5711522.124619767,BL,70.0
1,274415.5164529524,5711855.007604048,TL,70.0
2,274749.22377247934,5711829.760169782,TR,70.0
3,274723.9814602514,5711496.877185501,BR,70.0
4,274569.7489566019,5711675.942394774,MID,70.0
0,274415.5164529524,5711855.007604048,BL,71.0
1,274440.75876518036,5712187.890588328,TL,71.0
2,274774.4660847073,5712162.643154062,TR,71.0
3,274749.22377247934,5711829.760169782,BR,71.0
4,274594.99126882985,5712008.825379055,MID,71.0
0,274440.75876518036,5712187.890588328,BL,72.0
1,274466.0010774083,5712520.773572609,TL,72.0
2,274799.70839693525,5712495.526138343,TR,72.0
3,274774.4660847073,5712162.643154062,BR,72.0
4,274620.2335810578,5712341.708363336,MID,72.0
0,274466.0010774083,5712520.773572609,BL,73.0
1,274491.2433896363,5712853.656556889,TL,73.0
2,274824.9507091632,5712828.4091226235,TR,73.0
3,274799.70839693525,5712495.526138343,BR,73.0
4,274645.47589328577,5712674.591347616,MID,73.0
0,274491.2433896363,5712853.656556889,BL,74.0
1,274516.48570186424,5713186.53954117,TL,74.0
2,274850.19302139117,5713161.292106904,TR,74.0
3,274824.9507091632,5712828.4091226235,BR,74.0
4,274670.7182055137,5713007.474331897,MID,74.0
0,274516.48570186424,5713186.53954117,BL,75.0
1,274541.7280140922,5713519.422525451,TL,75.0
2,274875.4353336191,5713494.175091185,TR,75.0
3,274850.19302139117,5713161.292106904,BR,75.0
4,274695.9605177417,5713340.357316177,MID,75.0
0,274541.7280140922,5713519.422525451,BL,76.0
1,274566.97032632015,5713852.305509731,TL,76.0
2,274900.6776458471,5713827.058075465,TR,76.0
3,274875.4353336191,5713494.175091185,BR,76.0
4,274721.20282996964,5713673.240300458,MID,76.0
0,274566.97032632015,5713852.305509731,BL,77.0
1,274592.2126385481,5714185.188494012,TL,77.0
2,274925.91995807504,5714159.941059746,TR,77.0
3,274900.6776458471,5713827.058075465,BR,77.0
4,274746.4451421976,5714006.1232847385,MID,77.0
0,274592.2126385481,5714185.188494012,BL,78.0
1,274617.45495077607,5714518.071478292,TL,78.0
2,274951.162270303,5714492.824044026,TR,78.0
3,274925.91995807504,5714159.941059746,BR,78.0
4,274771.68745442556,5714339.006269019,MID,78.0
0,274617.45495077607,5714518.071478292,BL,79.0
1,274642.697263004,5714850.954462573,TL,79.0
2,274976.40458253096,5714825.707028307,TR,79.0
3,274951.162270303,5714492.824044026,BR,79.0
4,274796.9297666535,5714671.8892533,MID,79.0
0,274642.697263004,5714850.954462573,BL,80.0
1,274667.939575232,5715183.8374468535,TL,80.0
2,275001.6468947589,5715158.590012588,TR,80.0
3,274976.40458253096,5714825.707028307,BR,80.0
4,274822.1720788815,5715004.77223758,MID,80.0
0,274667.939575232,5715183.8374468535,BL,81.0
1,274693.18188745994,5715516.720431134,TL,81.0
2,275026.8892069869,5715491.472996868,TR,81.0
3,275001.6468947589,5715158.590012588,BR,81.0
4,274847.4143911094,5715337.655221861,MID,81.0
0,274693.18188745994,5715516.720431134,BL,82.0
1,274718.4241996879,5715849.603415415,TL,82.0
2,275052.13151921483,5715824.355981149,TR,82.0
3,275026.8892069869,5715491.472996868,BR,82.0
4,274872.6567033374,5715670.538206141,MID,82.0
0,274718.4241996879,5715849.603415415,BL,83.0
1,274743.66651191586,5716182.486399695,TL,83.0
2,275077.3738314428,5716157.238965429,TR,83.0
3,275052.13151921483,5715824.355981149,BR,83.0
4,274897.89901556534,5716003.421190422,MID,83.0
0,274743.66651191586,5716182.486399695,BL,84.0
1,274768.9088241438,5716515.369383976,TL,84.0
2,275102.61614367075,5716490.12194971,TR,84.0
3,275077.3738314428,5716157.238965429,BR,84.0
4,274923.1413277933,5716336.304174703,MID,84.0
0,274768.9088241438,5716515.369383976,BL,85.0
1,274794.1511363718,5716848.252368256,TL,85.0
2,275127.8584558987,5716823.004933991,TR,85.0
3,275102.61614367075,5716490.12194971,BR,85.0
4,274948.38364002126,5716669.187158983,MID,85.0
0,274794.1511363718,5716848.252368256,BL,86.0
1,274819.39344859973,5717181.135352537,TL,86.0
2,275153.10076812666,5717155.887918271,TR,86.0
3,275127.8584558987,5716823.004933991,BR,86.0
4,274973.6259522492,5717002.070143264,MID,86.0
0,274819.39344859973,5717181.135352537,BL,87.0
1,274844.6357608277,5717514.018336818,TL,87.0
2,275178.3430803546,5717488.770902552,TR,87.0
3,275153.10076812666,5717155.887918271,BR,87.0
4,274998.8682644772,5717334.953127544,MID,87.0
0,274844.6357608277,5717514.018336818,BL,88.0
1,274869.87807305565,5717846.901321098,TL,88.0
2,275203.5853925826,5717821.653886832,TR,88.0
3,275178.3430803546,5717488.770902552,BR,88.0
4,275024.11057670513,5717667.836111825,MID,88.0
0,274869.87807305565,5717846.901321098,BL,89.0
1,274895.1203852836,5718179.784305379,TL,89.0
2,275228.82770481054,5718154.536871113,TR,89.0
3,275203.5853925826,5717821.653886832,BR,89.0
4,275049.3528889331,5718000.719096106,MID,89.0
0,274895.1203852836,5718179.784305379,BL,90.0
1,274920.36269751156,5718512.667289659,TL,90.0
2,275254.0700170385,5718487.4198553935,TR,90.0
3,275228.82770481054,5718154.536871113,BR,90.0
4,275074.59520116105,5718333.602080386,MID,90.0
0,274920.36269751156,5718512.667289659,BL,91.0
1,274945.6050097395,5718845.55027394,TL,91.0
2,275279.31232926645,5718820.302839674,TR,91.0
3,275254.0700170385,5718487.4198553935,BR,91.0
4,275099.837513389,5718666.485064667,MID,91.0
0,274945.6050097395,5718845.55027394,BL,92.0
1,274970.8473219675,5719178.433258221,TL,92.0
2,275304.5546414944,5719153.185823955,TR,92.0
3,275279.31232926645,5718820.302839674,BR,92.0
4,275125.07982561697,5718999.368048947,MID,92.0
0,274970.8473219675,5719178.433258221,BL,93.0
1,274996.08963419544,5719511.316242501,TL,93.0
2,275329.79695372237,5719486.068808235,TR,93.0
3,275304.5546414944,5719153.185823955,BR,93.0
4,275150.3221378449,5719332.251033228,MID,93.0
0,274996.08963419544,5719511.316242501,BL,94.0
1,275021.3319464234,5719844.199226782,TL,94.0
2,275355.0392659503,5719818.951792516,TR,94.0
3,275329.79695372237,5719486.068808235,BR,94.0
4,275175.5644500729,5719665.1340175085,MID,94.0
0,275021.3319464234,5719844.199226782,BL,95.0
1,275046.57425865135,5720177.082211062,TL,95.0
2,275380.2815781783,5720151.834776796,TR,95.0
3,275355.0392659503,5719818.951792516,BR,95.0
4,275200.80676230084,5719998.017001789,MID,95.0
0,275046.57425865135,5720177.082211062,BL,96.0
1,275071.8165708793,5720509.965195343,TL,96.0
2,275405.52389040624,5720484.717761077,TR,96.0
3,275380.2815781783,5720151.834776796,BR,96.0
4,275226.0490745288,5720330.89998607,MID,96.0
0,275071.8165708793,5720509.965195343,BL,97.0
1,275097.05888310727,5720842.8481796235,TL,97.0
2,275430.7662026342,5720817.600745358,TR,97.0
3,275405.52389040624,5720484.717761077,BR,97.0
4,275251.29138675675,5720663.78297035,MID,97.0
0,275097.05888310727,5720842.8481796235,BL,98.0
1,275122.3011953352,5721175.731163904,TL,98.0
2,275456.00851486216,5721150.483729638,TR,98.0
3,275430.7662026342,5720817.600745358,BR,98.0
4,275276.5336989847,5720996.665954631,MID,98.0
0,274219.1352156922,5704839.217499889,BL,99.0
1,274244.3775279202,5705172.10048417,TL,99.0
2,274578.0848474471,5705146.853049906,TR,99.0
3,274552.84253521916,5704813.970065625,BR,99.0
4,274398.61003156967,5704993.035274898,MID,99.0
0,274244.3775279202,5705172.10048417,BL,100.0
1,274269.61984014814,5705504.983468451,TL,100.0
2,274603.3271596751,5705479.736034187,TR,100.0
3,274578.0848474471,5705146.853049906,BR,100.0
4,274423.8523437976,5705325.918259178,MID,100.0
0,274269.61984014814,5705504.983468451,BL,101.0
1,274294.8621523761,5705837.866452731,TL,101.0
2,274628.569471903,5705812.619018467,TR,101.0
3,274603.3271596751,5705479.736034187,BR,101.0
4,274449.0946560256,5705658.801243459,MID,101.0
0,274294.8621523761,5705837.866452731,BL,102.0
1,274320.10446460405,5706170.749437012,TL,102.0
2,274653.811784131,5706145.502002748,TR,102.0
3,274628.569471903,5705812.619018467,BR,102.0
4,274474.33696825354,5705991.684227739,MID,102.0
0,274320.10446460405,5706170.749437012,BL,103.0
1,274345.346776832,5706503.632421292,TL,103.0
2,274679.05409635894,5706478.384987028,TR,103.0
3,274653.811784131,5706145.502002748,BR,103.0
4,274499.5792804815,5706324.56721202,MID,103.0
0,274345.346776832,5706503.632421292,BL,104.0
1,274370.58908905997,5706836.515405573,TL,104.0
2,274704.2964085869,5706811.267971309,TR,104.0
3,274679.05409635894,5706478.384987028,BR,104.0
4,274524.82159270946,5706657.450196301,MID,104.0
0,274370.58908905997,5706836.515405573,BL,105.0
1,274395.8314012879,5707169.398389854,TL,105.0
2,274729.53872081486,5707144.1509555895,TR,105.0
3,274704.2964085869,5706811.267971309,BR,105.0
4,274550.0639049374,5706990.333180581,MID,105.0
0,274395.8314012879,5707169.398389854,BL,106.0
1,274421.0737135159,5707502.281374134,TL,106.0
2,274754.7810330428,5707477.03393987,TR,106.0
3,274729.53872081486,5707144.1509555895,BR,106.0
4,274575.3062171654,5707323.216164862,MID,106.0
0,274421.0737135159,5707502.281374134,BL,107.0
1,274446.31602574384,5707835.164358415,TL,107.0
2,274780.0233452708,5707809.916924151,TR,107.0
3,274754.7810330428,5707477.03393987,BR,107.0
4,274600.54852939333,5707656.099149142,MID,107.0
0,274446.31602574384,5707835.164358415,BL,108.0
1,274471.5583379718,5708168.047342695,TL,108.0
2,274805.26565749873,5708142.799908431,TR,108.0
3,274780.0233452708,5707809.916924151,BR,108.0
4,274625.7908416213,5707988.982133423,MID,108.0
0,274471.5583379718,5708168.047342695,BL,109.0
1,274496.80065019976,5708500.930326976,TL,109.0
2,274830.5079697267,5708475.682892712,TR,109.0
3,274805.26565749873,5708142.799908431,BR,109.0
4,274651.03315384925,5708321.865117704,MID,109.0
0,274496.80065019976,5708500.930326976,BL,110.0
1,274522.0429624277,5708833.8133112565,TL,110.0
2,274855.75028195465,5708808.565876992,TR,110.0
3,274830.5079697267,5708475.682892712,BR,110.0
4,274676.2754660772,5708654.748101984,MID,110.0
0,274522.0429624277,5708833.8133112565,BL,111.0
1,274547.2852746557,5709166.696295537,TL,111.0
2,274880.9925941826,5709141.448861273,TR,111.0
3,274855.75028195465,5708808.565876992,BR,111.0
4,274701.51777830516,5708987.631086265,MID,111.0
0,274547.2852746557,5709166.696295537,BL,112.0
1,274572.52758688363,5709499.579279818,TL,112.0
2,274906.23490641057,5709474.331845554,TR,112.0
3,274880.9925941826,5709141.448861273,BR,112.0
4,274726.7600905331,5709320.514070545,MID,112.0
0,274572.52758688363,5709499.579279818,BL,113.0
1,274597.7698991116,5709832.462264098,TL,113.0
2,274931.4772186385,5709807.214829834,TR,113.0
3,274906.23490641057,5709474.331845554,BR,113.0
4,274752.0024027611,5709653.397054826,MID,113.0
0,274597.7698991116,5709832.462264098,BL,114.0
1,274623.01221133955,5710165.345248379,TL,114.0
2,274956.7195308665,5710140.097814115,TR,114.0
3,274931.4772186385,5709807.214829834,BR,114.0
4,274777.24471498904,5709986.2800391065,MID,114.0
0,274623.01221133955,5710165.345248379,BL,115.0
1,274648.2545235675,5710498.228232659,TL,115.0
2,274981.96184309444,5710472.980798395,TR,115.0
3,274956.7195308665,5710140.097814115,BR,115.0
4,274802.487027217,5710319.163023387,MID,115.0
0,274648.2545235675,5710498.228232659,BL,116.0
1,274673.49683579546,5710831.11121694,TL,116.0
2,275007.2041553224,5710805.863782676,TR,116.0
3,274981.96184309444,5710472.980798395,BR,116.0
4,274827.72933944495,5710652.046007668,MID,116.0
0,274673.49683579546,5710831.11121694,BL,117.0
1,274698.7391480234,5711163.994201221,TL,117.0
2,275032.44646755036,5711138.7467669565,TR,117.0
3,275007.2041553224,5710805.863782676,BR,117.0
4,274852.9716516729,5710984.928991948,MID,117.0
0,274698.7391480234,5711163.994201221,BL,118.0
1,274723.9814602514,5711496.877185501,TL,118.0
2,275057.6887797783,5711471.629751237,TR,118.0
3,275032.44646755036,5711138.7467669565,BR,118.0
4,274878.21396390087,5711317.811976229,MID,118.0
0,274723.9814602514,5711496.877185501,BL,119.0
1,274749.22377247934,5711829.760169782,TL,119.0
2,275082.93109200627,5711804.512735518,TR,119.0
3,275057.6887797783,5711471.629751237,BR,119.0
4,274903.4562761288,5711650.694960509,MID,119.0
0,274749.22377247934,5711829.760169782,BL,120.0
1,274774.4660847073,5712162.643154062,TL,120.0
2,275108.1734042342,5712137.395719798,TR,120.0
3,275082.93109200627,5711804.512735518,BR,120.0
4,274928.6985883568,5711983.57794479,MID,120.0
0,274774.4660847073,5712162.643154062,BL,121.0
1,274799.70839693525,5712495.526138343,TL,121.0
2,275133.4157164622,5712470.278704079,TR,121.0
3,275108.1734042342,5712137.395719798,BR,121.0
4,274953.94090058474,5712316.460929071,MID,121.0
0,274799.70839693525,5712495.526138343,BL,122.0
1,274824.9507091632,5712828.4091226235,TL,122.0
2,275158.65802869014,5712803.161688359,TR,122.0
3,275133.4157164622,5712470.278704079,BR,122.0
4,274979.1832128127,5712649.343913351,MID,122.0
0,274824.9507091632,5712828.4091226235,BL,123.0
1,274850.19302139117,5713161.292106904,TL,123.0
2,275183.9003409181,5713136.04467264,TR,123.0
3,275158.65802869014,5712803.161688359,BR,123.0
4,275004.42552504066,5712982.226897632,MID,123.0
0,274850.19302139117,5713161.292106904,BL,124.0
1,274875.4353336191,5713494.175091185,TL,124.0
2,275209.14265314606,5713468.927656921,TR,124.0
3,275183.9003409181,5713136.04467264,BR,124.0
4,275029.6678372686,5713315.109881912,MID,124.0
0,274875.4353336191,5713494.175091185,BL,125.0
1,274900.6776458471,5713827.058075465,TL,125.0
2,275234.384965374,5713801.810641201,TR,125.0
3,275209.14265314606,5713468.927656921,BR,125.0
4,275054.9101494966,5713647.992866193,MID,125.0
0,274900.6776458471,5713827.058075465,BL,126.0
1,274925.91995807504,5714159.941059746,TL,126.0
2,275259.627277602,5714134.693625482,TR,126.0
3,275234.384965374,5713801.810641201,BR,126.0
4,275080.15246172453,5713980.8758504735,MID,126.0
0,274925.91995807504,5714159.941059746,BL,127.0
1,274951.162270303,5714492.824044026,TL,127.0
2,275284.86958982993,5714467.576609762,TR,127.0
3,275259.627277602,5714134.693625482,BR,127.0
4,275105.3947739525,5714313.758834754,MID,127.0
0,274951.162270303,5714492.824044026,BL,128.0
1,274976.40458253096,5714825.707028307,TL,128.0
2,275310.1119020579,5714800.459594043,TR,128.0
3,275284.86958982993,5714467.576609762,BR,128.0
4,275130.63708618045,5714646.641819035,MID,128.0
0,274976.40458253096,5714825.707028307,BL,129.0
1,275001.6468947589,5715158.590012588,TL,129.0
2,275335.35421428585,5715133.342578324,TR,129.0
3,275310.1119020579,5714800.459594043,BR,129.0
4,275155.8793984084,5714979.524803315,MID,129.0
0,275001.6468947589,5715158.590012588,BL,130.0
1,275026.8892069869,5715491.472996868,TL,130.0
2,275360.5965265138,5715466.225562604,TR,130.0
3,275335.35421428585,5715133.342578324,BR,130.0
4,275181.12171063636,5715312.407787596,MID,130.0
0,275026.8892069869,5715491.472996868,BL,131.0
1,275052.13151921483,5715824.355981149,TL,131.0
2,275385.83883874177,5715799.108546885,TR,131.0
3,275360.5965265138,5715466.225562604,BR,131.0
4,275206.3640228643,5715645.290771876,MID,131.0
0,275052.13151921483,5715824.355981149,BL,132.0
1,275077.3738314428,5716157.238965429,TL,132.0
2,275411.0811509697,5716131.991531165,TR,132.0
3,275385.83883874177,5715799.108546885,BR,132.0
4,275231.6063350923,5715978.173756157,MID,132.0
0,275077.3738314428,5716157.238965429,BL,133.0
1,275102.61614367075,5716490.12194971,TL,133.0
2,275436.3234631977,5716464.874515446,TR,133.0
3,275411.0811509697,5716131.991531165,BR,133.0
4,275256.84864732024,5716311.056740438,MID,133.0
0,275102.61614367075,5716490.12194971,BL,134.0
1,275127.8584558987,5716823.004933991,TL,134.0
2,275461.56577542564,5716797.7574997265,TR,134.0
3,275436.3234631977,5716464.874515446,BR,134.0
4,275282.0909595482,5716643.939724718,MID,134.0
0,275127.8584558987,5716823.004933991,BL,135.0
1,275153.10076812666,5717155.887918271,TL,135.0
2,275486.8080876536,5717130.640484007,TR,135.0
3,275461.56577542564,5716797.7574997265,BR,135.0
4,275307.33327177615,5716976.822708999,MID,135.0
0,275153.10076812666,5717155.887918271,BL,136.0
1,275178.3430803546,5717488.770902552,TL,136.0
2,275512.05039988155,5717463.523468288,TR,136.0
3,275486.8080876536,5717130.640484007,BR,136.0
4,275332.5755840041,5717309.705693279,MID,136.0
0,275178.3430803546,5717488.770902552,BL,137.0
1,275203.5853925826,5717821.653886832,TL,137.0
2,275537.2927121095,5717796.406452568,TR,137.0
3,275512.05039988155,5717463.523468288,BR,137.0
4,275357.81789623207,5717642.58867756,MID,137.0
0,275203.5853925826,5717821.653886832,BL,138.0
1,275228.82770481054,5718154.536871113,TL,138.0
2,275562.53502433747,5718129.289436849,TR,138.0
3,275537.2927121095,5717796.406452568,BR,138.0
4,275383.06020846,5717975.471661841,MID,138.0
0,275228.82770481054,5718154.536871113,BL,139.0
1,275254.0700170385,5718487.4198553935,TL,139.0
2,275587.7773365654,5718462.172421129,TR,139.0
3,275562.53502433747,5718129.289436849,BR,139.0
4,275408.302520688,5718308.354646121,MID,139.0
0,275254.0700170385,5718487.4198553935,BL,140.0
1,275279.31232926645,5718820.302839674,TL,140.0
2,275613.0196487934,5718795.05540541,TR,140.0
3,275587.7773365654,5718462.172421129,BR,140.0
4,275433.54483291594,5718641.237630402,MID,140.0
0,275279.31232926645,5718820.302839674,BL,141.0
1,275304.5546414944,5719153.185823955,TL,141.0
2,275638.26196102134,5719127.938389691,TR,141.0
3,275613.0196487934,5718795.05540541,BR,141.0
4,275458.7871451439,5718974.120614682,MID,141.0
0,275304.5546414944,5719153.185823955,BL,142.0
1,275329.79695372237,5719486.068808235,TL,142.0
2,275663.5042732493,5719460.821373971,TR,142.0
3,275638.26196102134,5719127.938389691,BR,142.0
4,275484.02945737186,5719307.003598963,MID,142.0
0,275329.79695372237,5719486.068808235,BL,143.0
